Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS22,OUT017,820.19902
FDV35,OUT027,3855.44806
FDI28,OUT010,164.91866
FDW58,OUT027,2349.07556
FDT52,OUT045,3802.3838000000005
FDY34,OUT046,2654.81092
FDR10,OUT046,2771.5256600000002
FDK57,OUT017,1916.9047799999996
FDR02,OUT027,2675.3175599999995
FDX49,OUT046,3085.45036
FDQ20,OUT046,640.2998600000002
DRK23,OUT045,4309.3905
NCW06,OUT046,3147.3697599999996
FDR31,OUT017,2933.1819000000005
NCE43,OUT013,2534.56744
DRO59,OUT027,2721.7904000000003
FDN09,OUT049,4274.83548
FDR11,OUT046,2314.38738
FDO57,OUT013,2796.0271000000002
NCX18,OUT017,3226.2670600000006
FDB05,OUT018,4587.76148
FDQ08,OUT018,738.43878
NCG43,OUT035,1177.1344000000001
FDJ56,OUT013,1653.1814
FDA13,OUT010,99.40394000000002
FDO56,OUT017,1418.4869
FDB37,OUT018,3222.27226
FDZ02,OUT018,1560.9681
FDQ24,OUT046,5380.92902
FDM16,OUT013,923.5311799999997
FDU35,OUT049,1455.6385400000001
FDT35,OUT035,2514.66002
NCX30,OUT049,3680.2760800000005
FDG04,OUT017,3000.62744
FDI12,OUT035,1077.46414
FDE35,OUT035,925.9946400000001
NCP14,OUT027,2517.7227000000003
NCY53,OUT045,1513.23024
FDP49,OUT017,855.4864199999998
FDQ04,OUT017,867.3376599999999
FDM39,OUT035,4126.89472
FDO58,OUT019,505.67509999999993
FDC56,OUT017,2576.3131
NCQ54,OUT046,3801.2519399999996
FDV10,OUT027,1072.40406
NCK17,OUT046,732.5131600000002
NCF55,OUT027,538.0329800000001
FDV33,OUT013,4646.55162
NCH29,OUT019,294.21702
FDA37,OUT027,3762.23606
FDH46,OUT018,1506.7719799999998
FDS25,OUT035,2304.9996
FDH04,OUT027,2316.3847799999994
FDX52,OUT046,2814.20344
NCD42,OUT017,657.21118
FDW47,OUT017,1975.0291200000004
FDL25,OUT027,2962.4771
NCJ06,OUT010,241.21934000000002
FDY09,OUT013,2180.495
FDS40,OUT046,650.1537000000001
FDH41,OUT017,3010.4147000000003
FDG38,OUT035,1253.4350800000002
FDU03,OUT027,4982.7806199999995
FDV20,OUT046,2399.5432000000005
DRB13,OUT045,3293.57944
NCQ30,OUT013,1092.2449000000001
NCH06,OUT013,2682.77452
FDU50,OUT018,1686.4048199999997
NCO42,OUT019,322.51351999999997
FDW09,OUT018,623.5217
FDH04,OUT013,1199.2389600000001
FDC21,OUT045,1580.8089400000001
FDL21,OUT049,653.6824400000002
FDM46,OUT010,216.51816
FDT22,OUT019,215.98552
FDB28,OUT035,3003.8898599999998
FDI12,OUT018,1533.93662
FDA28,OUT045,1810.24362
FDF59,OUT013,1688.66854
FDM45,OUT027,3285.25694
FDQ56,OUT017,2024.89754
FDR46,OUT049,2832.84584
FDT01,OUT013,2274.57254
FDD16,OUT027,1996.7342
NCU30,OUT010,299.2771
FDM40,OUT010,469.7218999999999
FDI56,OUT035,1590.2633
NCS30,OUT013,1911.0457400000003
FDU08,OUT017,1562.83234
FDX51,OUT027,6505.26548
FDA43,OUT045,2115.71266
FDX59,OUT010,95.54229999999998
FDC37,OUT018,2031.6887
FDP58,OUT013,2807.3456999999994
NCY42,OUT035,2294.08048
FDF21,OUT018,1975.22886
FDU10,OUT027,1013.9468200000001
DRL47,OUT018,1826.2894000000001
FDA58,OUT018,4030.4202999999993
FDJ22,OUT049,2846.8942200000006
FDK50,OUT046,2321.3117
FDO38,OUT035,1209.62544
DRF60,OUT035,4024.62784
NCZ42,OUT019,398.28155999999996
FDD35,OUT049,2061.7828600000003
FDL25,OUT045,966.6750199999999
FDJ16,OUT013,803.55402
DRK59,OUT049,3712.9668600000005
FDI50,OUT046,4234.155100000001
NCB19,OUT045,1518.6897999999999
DRI37,OUT035,828.98758
FDA14,OUT027,2869.53142
FDC08,OUT018,3571.88384
FDS45,OUT046,2283.2945200000004
FDI21,OUT049,1164.1513
DRJ47,OUT035,2225.17018
DRE37,OUT027,4137.813840000001
FDT55,OUT018,2633.63848
NCG42,OUT027,4165.64428
FDA31,OUT049,3276.4017999999996
NCW42,OUT046,2267.7147999999997
FDF50,OUT017,3824.4883600000003
FDK56,OUT049,4284.423
FDX10,OUT035,454.0756
NCK07,OUT027,4353.53304
FDZ49,OUT017,2764.60134
FDR33,OUT013,1570.2893000000001
FDO44,OUT018,813.74076
FDA20,OUT046,5017.06932
NCL30,OUT045,1950.26136
FDI05,OUT019,259.86174
FDQ12,OUT018,2747.4902800000004
FDH47,OUT017,1298.90922
FDH34,OUT018,2581.1734399999996
FDF29,OUT046,2514.1273799999994
FDG40,OUT018,381.90288
NCE18,OUT017,4668.1235400000005
FDP21,OUT010,225.97252000000003
FDY50,OUT013,1605.37696
FDB36,OUT049,2377.83812
NCZ29,OUT049,2544.3547
FDU20,OUT018,1955.3880199999999
FDO56,OUT013,1170.7427200000002
FDW31,OUT049,2105.0598600000003
DRH59,OUT013,1064.3478799999998
NCB30,OUT017,2643.6254799999997
FDK43,OUT027,2803.2177400000005
FDW43,OUT045,4194.73974
NCL19,OUT017,2451.87508
FDJ27,OUT046,1450.2455599999998
FDC45,OUT046,1902.65666
FDY40,OUT035,744.49756
NCM41,OUT035,1443.52098
NCK18,OUT019,756.94802
FDP37,OUT049,2516.59084
FDA27,OUT027,5457.2297
NCX30,OUT035,2709.1402000000003
FDR09,OUT017,6356.259440000001
FDG08,OUT027,4432.430340000001
NCU30,OUT013,2378.10444
FDB16,OUT017,1192.7807
FDM16,OUT017,1332.99818
FDC48,OUT013,1256.8972400000002
NCF18,OUT046,2652.28088
FDU46,OUT018,1121.0074600000003
FDH41,OUT018,2857.14754
NCN42,OUT010,325.37646
FDU49,OUT046,1652.5156
FDB20,OUT027,2183.02504
FDG50,OUT019,237.95692
FDW20,OUT045,2342.2843999999996
NCO55,OUT049,1563.8976200000002
FDX48,OUT046,2321.5114399999998
FDU48,OUT046,2237.28774
FDR48,OUT019,332.70025999999996
FDK27,OUT013,2055.7906599999997
FDT35,OUT013,2137.35116
FDN12,OUT049,2126.49862
NCE31,OUT019,95.27598
FDL21,OUT017,671.5258799999999
FDV56,OUT017,1342.3193799999997
FDR16,OUT017,4196.00476
NCP41,OUT049,1286.9913999999999
FDJ27,OUT013,1559.2370199999998
FDA07,OUT017,2051.46296
FDK55,OUT049,1173.6056600000002
FDM33,OUT049,3718.1601
FDY46,OUT046,2903.68696
FDD36,OUT046,2208.05912
FDB12,OUT027,2663.06684
FDF28,OUT019,224.57434000000003
NCE07,OUT019,473.0508999999999
FDW50,OUT027,2953.8217
NCW18,OUT017,3827.417880000001
NCJ17,OUT019,206.59774000000002
DRZ24,OUT010,156.59616
FDS07,OUT035,2653.213
NCW05,OUT010,185.95794
FDZ22,OUT018,1262.4233799999997
FDK02,OUT046,2694.9586600000002
FDZ45,OUT027,4868.19644
FDL25,OUT046,1082.72396
FDS08,OUT045,2441.4886000000006
NCZ42,OUT027,8638.62184
FDX57,OUT035,1742.6649200000004
FDF21,OUT046,4116.707979999999
FDJ56,OUT018,1218.1476799999998
FDX10,OUT013,411.53098
DRG48,OUT035,2433.5655799999995
DRN37,OUT046,2445.08392
NCY41,OUT018,431.23866
FDN28,OUT045,1094.50862
FDE34,OUT045,2802.08588
FDR10,OUT045,2819.3300999999997
FDC32,OUT017,821.3308799999999
DRG13,OUT046,2289.88594
FDP59,OUT049,1183.92556
NCT53,OUT010,167.1158
FDL57,OUT027,4563.0603
FDN32,OUT010,397.68233999999995
FDK09,OUT018,2746.02552
FDA52,OUT010,482.97131999999993
FDC57,OUT049,2519.18746
FDI09,OUT035,4254.52858
NCB07,OUT046,2304.13406
FDP26,OUT035,2031.3557999999998
FDP40,OUT027,2868.53272
FDL15,OUT013,2560.3339
FDV07,OUT046,1676.55098
FDS03,OUT017,1465.4923800000001
FDE50,OUT049,3421.6793600000005
FDQ15,OUT017,1085.0542599999999
FDQ33,OUT010,286.82663999999994
FDT22,OUT013,812.07626
DRO35,OUT035,2094.87312
FDJ41,OUT049,3817.43088
FDQ27,OUT035,2245.67682
FDC26,OUT017,2222.17408
NCF43,OUT027,3981.8834799999995
NCR50,OUT035,2787.3717000000006
FDE39,OUT018,1692.9962400000004
FDN49,OUT027,1127.26598
DRG11,OUT035,1698.5223800000003
NCA18,OUT049,2010.1833599999998
FDM36,OUT018,2022.4340799999998
FDW32,OUT017,1002.5616399999999
NCQ18,OUT010,196.47757999999996
FDX14,OUT027,2487.29564
FDD46,OUT017,1662.3694399999997
FDI34,OUT019,741.0354
NCJ17,OUT035,1270.0800800000002
FDB52,OUT035,2988.1769799999997
FDV55,OUT018,3109.8186400000004
FDC57,OUT046,2629.44394
FDB29,OUT046,1815.0373799999998
NCO43,OUT035,2154.79512
FDG44,OUT045,860.8794
FDJ34,OUT045,1866.30398
FDH40,OUT049,1279.53444
NCD07,OUT027,3158.5552
FDB41,OUT017,907.4853999999999
FDH47,OUT018,1153.09902
DRK37,OUT035,3523.67992
FDM25,OUT019,402.27635999999995
NCX06,OUT045,2402.1398200000003
NCS05,OUT017,1812.9068200000002
FDS39,OUT045,1951.2600600000005
FDC47,OUT027,5435.65778
FDG20,OUT013,2556.07278
DRL23,OUT017,1529.4091799999999
FDY33,OUT013,2801.8195600000004
NCH18,OUT045,1872.6290800000002
FDX47,OUT035,2288.4877599999995
NCB06,OUT045,3170.60618
FDP36,OUT049,1060.7525600000001
FDW44,OUT018,2757.9433400000003
NCU41,OUT018,2662.26788
NCS17,OUT046,1665.4987
FDD46,OUT035,1913.6423600000003
FDE45,OUT017,3578.9413199999995
FDI09,OUT017,3877.6191999999996
NCJ54,OUT010,737.50666
NCA29,OUT018,3056.2883199999997
NCN41,OUT027,4245.540280000001
FDY34,OUT035,3293.64602
NCG55,OUT035,1769.3635000000002
DRM49,OUT046,710.80808
NCB42,OUT049,2029.3583999999998
FDE58,OUT045,1731.47948
DRJ25,OUT013,649.95396
FDS47,OUT010,149.40552
FDY21,OUT049,3738.7998999999995
NCI54,OUT013,1629.2791799999998
FDO24,OUT017,2411.79392
FDY43,OUT035,2814.7360799999997
FDF35,OUT018,1409.0325399999997
NCP29,OUT019,178.70072
FDN28,OUT027,2576.7791600000005
FDJ50,OUT018,581.7760400000001
FDQ14,OUT027,3185.853
FDC37,OUT035,2120.10694
FDN08,OUT046,1998.3987000000002
FDD04,OUT035,2454.8046000000004
FDW34,OUT018,3183.9221800000005
FDP04,OUT017,941.97384
NCG07,OUT017,2430.9689599999997
NCN14,OUT018,2110.18652
FDJ16,OUT045,862.27758
NCM42,OUT045,1246.2444400000002
NCF19,OUT046,606.8101200000001
FDY21,OUT018,3829.48186
FDY19,OUT035,2579.1760400000003
FDV09,OUT045,2928.12182
FDA28,OUT013,2167.2455800000002
FDC38,OUT018,1640.26488
FDL28,OUT045,3292.78048
NCH43,OUT049,2619.923
NCN53,OUT045,309.13094
NCW05,OUT017,2597.81844
NCO30,OUT018,1765.90134
FDT04,OUT019,70.64138
FDB27,OUT018,2868.39956
NCK07,OUT013,2508.4015
NCA53,OUT013,649.1550000000001
FDB33,OUT018,3002.62484
FDU37,OUT017,1395.5167999999996
FDR13,OUT035,1935.08112
FDE45,OUT049,2760.4067999999997
FDV37,OUT017,2145.93998
FDX44,OUT019,295.08256
NCL06,OUT017,4947.559800000001
FDJ28,OUT045,2048.6000200000003
FDX55,OUT049,4014.50768
NCK17,OUT018,477.84466000000003
FDH52,OUT035,1205.098
FDN13,OUT027,2215.1166000000003
FDK44,OUT018,2207.7928
FDU16,OUT046,1903.5887800000005
FDZ07,OUT017,774.45856
NCN06,OUT027,4366.116660000001
FDH02,OUT010,201.20476000000002
NCW18,OUT045,2877.5876000000003
FDH57,OUT013,1456.90356
FDV35,OUT045,2493.02152
NCU29,OUT013,2883.77954
NCP02,OUT046,805.2185200000001
FDN44,OUT013,1917.6371599999998
FDX03,OUT018,223.50906
FDR11,OUT010,478.17755999999997
FDA36,OUT046,3614.2287200000005
FDP58,OUT027,5060.546059999999
FDH31,OUT045,1587.8664199999998
FDH34,OUT035,3193.6428600000004
FDS13,OUT035,4058.9165400000006
FDT01,OUT018,2466.85558
FDY09,OUT049,1935.6803400000001
FDV33,OUT027,5777.346339999999
NCW29,OUT010,282.6321
NCN17,OUT045,1278.6689000000001
FDX01,OUT046,1464.6934199999998
FDL03,OUT049,3524.212560000001
DRL59,OUT049,1111.9525800000001
DRM11,OUT027,3809.64102
FDA43,OUT049,3463.6913400000003
FDZ56,OUT010,274.24302
FDI44,OUT018,1415.3576399999997
FDB50,OUT013,746.2952200000001
FDU15,OUT019,60.32148000000002
NCJ19,OUT019,192.28303999999997
FDD48,OUT013,2368.6500800000003
NCW42,OUT035,4048.3968999999997
FDL24,OUT017,2913.80712
NCB30,OUT013,2696.2902599999998
FDK25,OUT013,3613.3631799999994
FDW28,OUT049,2949.42742
FDD47,OUT017,4316.447979999999
FDK16,OUT019,239.68800000000002
FDW37,OUT046,997.10208
FDA48,OUT035,3800.9190399999998
FDA14,OUT017,2277.7018
FDV15,OUT013,1573.8180399999999
FDN22,OUT049,3594.05498
NCD55,OUT045,355.47061999999994
FDY43,OUT013,2987.4446
NCU05,OUT017,1385.99586
FDF10,OUT035,3108.2873
FDR39,OUT018,1767.0331999999994
FDG40,OUT013,611.47072
FDZ28,OUT019,208.12908000000007
FDE02,OUT045,1670.89168
FDU60,OUT049,3399.77454
FDM21,OUT013,4113.91162
FDV52,OUT019,240.68670000000003
NCW06,OUT013,2289.28672
FDX36,OUT035,4440.08704
FDT35,OUT027,4996.895579999999
NCL19,OUT010,310.52912
NCD31,OUT046,3189.98096
FDE53,OUT019,328.30598
FDW58,OUT019,129.831
DRF48,OUT046,2370.04826
FDW57,OUT035,2765.86636
DRH13,OUT017,1451.1776800000002
FDT33,OUT013,2887.8409199999996
DRK47,OUT027,6264.11272
FDY22,OUT010,469.58874
FDC35,OUT019,635.0400400000001
FDO03,OUT013,4670.1875199999995
FDF24,OUT045,1158.62516
FDF56,OUT018,2731.7774
FDD28,OUT013,590.6311800000001
FDG53,OUT027,2669.7248400000003
FDO27,OUT019,270.58112
NCF54,OUT018,3121.736459999999
FDC20,OUT027,1544.18994
FDU10,OUT046,715.5352599999999
DRA24,OUT018,2318.9814
FDA02,OUT010,205.7322
FDG10,OUT017,598.68736
FDW39,OUT010,438.49588000000006
FDP04,OUT019,197.47628000000003
NCM55,OUT013,3573.2820199999996
FDG47,OUT045,4924.9891800000005
NCU41,OUT017,3451.97326
NCK31,OUT017,702.4190000000001
FDZ46,OUT045,1016.27712
FDU13,OUT027,2624.18412
NCF19,OUT045,611.1378199999999
NCJ43,OUT013,3000.8937600000004
NCJ05,OUT045,2770.7267
FDS04,OUT027,3651.5135200000004
FDX28,OUT010,145.8102
FDB41,OUT027,1100.1679199999999
FDG53,OUT046,2198.27186
FDL15,OUT010,294.88282000000004
FDQ08,OUT049,917.87188
DRN36,OUT013,1456.63724
FDI46,OUT013,5208.61998
FDG16,OUT027,5357.3597
FDV32,OUT013,1301.7055800000003
FDF44,OUT010,173.37431999999998
FDK04,OUT018,658.4762000000001
NCA41,OUT013,2424.1778000000004
FDD51,OUT017,619.6600599999999
NCZ53,OUT045,2534.90034
FDP01,OUT027,4082.2195399999996
FDY25,OUT049,2814.6695000000004
FDB17,OUT018,2984.0490199999995
NCV54,OUT018,1533.93662
FDJ32,OUT017,1186.52218
FDA37,OUT049,1825.09096
FDG35,OUT035,3490.4565000000002
NCM05,OUT018,4815.26534
FDG45,OUT046,3085.6501
FDH28,OUT013,607.9419800000001
NCE18,OUT049,5045.16608
FDH38,OUT045,1749.1897600000004
FDR56,OUT013,3678.5449999999996
FDH17,OUT027,2534.90034
FDD39,OUT049,3596.7181800000008
FDB41,OUT049,677.1186
NCR53,OUT046,2837.9725
FDX46,OUT017,610.1391199999999
FDV28,OUT049,629.04784
FDA08,OUT018,2078.76076
FDH45,OUT017,690.16828
NCS38,OUT010,235.95951999999997
FDD40,OUT010,596.02416
DRM59,OUT035,2480.7708000000002
NCJ43,OUT018,2959.01494
NCN29,OUT013,616.9302799999999
NCC19,OUT045,2733.64164
FDR56,OUT035,3255.7619999999997
FDZ43,OUT049,4622.3830800000005
FDJ32,OUT010,112.8531
DRH03,OUT017,1227.6020400000002
NCZ54,OUT035,2859.6775800000005
FDE26,OUT017,2378.96998
FDS03,OUT045,1412.22838
DRZ24,OUT019,366.19
FDO48,OUT027,6462.188220000001
FDW39,OUT049,2334.42796
NCK05,OUT049,899.96186
NCK30,OUT017,5021.330440000001
FDT27,OUT018,2798.6903
FDS08,OUT019,352.67426000000006
NCJ19,OUT049,966.0092199999999
FDC58,OUT045,477.84466000000003
DRE37,OUT013,3169.9403800000005
FDW02,OUT035,2324.57412
FDJ02,OUT010,296.14784
FDX09,OUT045,2777.45128
FDT31,OUT010,296.08126000000004
FDI24,OUT049,3745.85738
FDY09,OUT045,3321.0104
FDV28,OUT045,375.71094
DRM47,OUT049,3238.3180399999997
FDT52,OUT019,646.4252200000001
FDI48,OUT018,747.2939199999998
FDY55,OUT017,6732.43644
FDU48,OUT013,1814.7044799999999
FDN25,OUT045,601.94978
FDP20,OUT049,1925.56018
FDJ15,OUT013,5030.38532
FDD04,OUT018,1534.40268
FDY58,OUT045,4569.25224
FDR37,OUT018,1522.0188
FDF44,OUT013,2037.81406
FDD32,OUT045,1085.52032
FDR57,OUT017,2616.19452
DRG39,OUT027,1567.8924199999997
FDX15,OUT017,2103.9945799999996
DRN37,OUT045,1385.39664
FDW40,OUT027,3610.6334
FDB32,OUT049,1028.8607399999999
FDM40,OUT018,1755.4482800000005
FDE39,OUT027,3097.76766
DRH49,OUT017,1703.18298
FDT46,OUT049,628.78152
NCF06,OUT035,3905.98228
FDP07,OUT017,3350.77166
FDC04,OUT013,3174.26808
FDZ32,OUT017,1482.8697599999998
FDD50,OUT045,2792.2986200000005
FDU56,OUT017,3335.8577400000004
FDV34,OUT017,1096.83892
NCY41,OUT013,939.31064
NCK18,OUT046,3323.93992
DRH25,OUT049,1050.9653
FDT57,OUT046,3543.6539199999997
FDV56,OUT018,1246.3776000000003
FDV12,OUT045,1804.25142
FDN52,OUT017,1200.8368799999998
FDX38,OUT035,809.6793799999999
FDE47,OUT018,2292.48256
NCO07,OUT013,3146.0381600000005
FDV09,OUT027,4150.19772
FDZ23,OUT019,482.30552000000006
DRH51,OUT018,1040.3125
NCY54,OUT045,2756.67832
DRG49,OUT013,4938.70466
NCC19,OUT049,4426.43814
NCV53,OUT045,5625.14446
FDZ47,OUT019,273.97670000000005
NCO26,OUT018,1839.2059199999999
NCP02,OUT045,819.2003199999999
NCW30,OUT018,2810.94102
NCN55,OUT046,3685.4027400000004
FDB20,OUT010,135.02424000000002
DRL11,OUT013,2302.53614
DRD60,OUT045,2989.7749
FDW14,OUT010,206.26484
FDL27,OUT010,168.1145
FDU09,OUT018,809.9457
DRH36,OUT027,2466.2563600000003
FDP34,OUT027,3484.93036
FDE04,OUT017,2707.40912
FDZ57,OUT027,3197.70424
FDF02,OUT010,174.23986
FDG28,OUT045,3524.14598
NCI31,OUT046,668.6629399999999
FDT43,OUT013,1007.4885600000001
FDU20,OUT046,2793.63022
FDD53,OUT013,670.3274399999998
FDW15,OUT045,2784.6419200000005
NCT53,OUT045,2186.1543
NCG55,OUT027,2580.57422
FDD48,OUT035,2603.278
FDG47,OUT049,4109.11786
FDI21,OUT017,1277.8033600000003
FDT27,OUT017,4963.006359999999
DRO35,OUT013,1774.0241
FDD33,OUT017,3212.0189400000004
FDC04,OUT035,3964.30636
FDY34,OUT013,2122.9032999999995
DRJ49,OUT049,2206.8606800000007
FDE05,OUT049,2725.18598
FDU31,OUT017,4234.0219400000005
NCN19,OUT027,4921.39386
FDK56,OUT027,5746.91928
FDK58,OUT017,2174.56938
NCJ42,OUT035,2087.14984
FDZ34,OUT027,7398.835660000002
FDA52,OUT018,2566.79216
NCR29,OUT013,633.5752799999999
FDT48,OUT035,3237.98514
DRJ51,OUT019,669.3287399999999
NCS54,OUT046,3011.0139200000003
FDV01,OUT035,2821.3275000000003
DRG51,OUT027,4219.5075
NCG42,OUT013,2505.4054
FDA51,OUT049,1832.1484400000002
FDV19,OUT010,223.3759
NCT18,OUT045,2459.1323
NCS41,OUT045,2839.9033200000003
FDO03,OUT046,4184.752740000001
FDL12,OUT010,219.11477999999997
FDY37,OUT010,224.0417
FDI58,OUT049,1873.9606800000001
FDT28,OUT018,1916.90478
NCC42,OUT010,295.21572
FDO01,OUT017,1960.5812600000002
FDJ02,OUT013,2353.3366800000003
FDQ04,OUT018,375.57777999999996
DRL47,OUT013,1590.3298799999998
FDZ32,OUT035,1967.5721599999997
FDC35,OUT035,2821.3940800000005
FDX14,OUT045,1412.69444
FDZ35,OUT013,1515.4939599999998
FDL14,OUT013,1708.64254
FDO04,OUT049,972.86696
DRK11,OUT017,2034.5516400000001
FDB44,OUT018,3679.81002
FDZ50,OUT049,3660.30208
FDI12,OUT027,2698.8203000000003
FDU43,OUT017,4511.59396
FDD58,OUT010,141.68224
FDB27,OUT017,2999.89506
FDB04,OUT018,1255.8985400000001
NCO17,OUT013,1805.05038
FDL12,OUT017,622.92248
DRJ13,OUT049,3125.46494
FDD57,OUT045,1666.03134
FDW19,OUT035,1551.44716
DRD27,OUT018,1243.98072
FDH27,OUT027,4047.7976800000006
NCW30,OUT027,7776.8769
FDR40,OUT018,1513.09708
FDG05,OUT013,2269.3792999999996
NCY41,OUT019,70.17532000000001
FDI38,OUT018,3718.2266800000007
FDR20,OUT046,501.01450000000006
FDE09,OUT017,1662.4360199999999
FDN50,OUT019,265.72078
DRF27,OUT045,3321.7427800000005
DRF51,OUT013,650.2868599999999
NCO02,OUT019,198.4084
FDB51,OUT027,1716.4989800000003
FDJ50,OUT013,733.57844
FDN52,OUT013,1462.9623399999998
FDX14,OUT013,927.3262400000001
FDT27,OUT019,672.5911600000001
FDV10,OUT013,702.55216
FDU33,OUT046,550.5500199999999
FDU58,OUT046,4489.4894
NCP42,OUT027,5523.1439
FDL51,OUT027,4736.101720000001
DRH15,OUT027,833.1821199999998
FDU16,OUT017,1079.7944400000001
FDW15,OUT017,2805.2151400000002
FDQ44,OUT045,2046.20314
NCI06,OUT027,4208.12232
DRK23,OUT019,444.08859999999993
FDC28,OUT035,1257.0304
NCY17,OUT019,61.05386
NCV05,OUT018,2304.73328
FDM34,OUT019,374.97855999999996
DRD60,OUT027,4862.7368799999995
FDT38,OUT046,1258.6949
FDQ57,OUT018,1935.0811199999996
FDE59,OUT027,693.4307
NCM43,OUT046,2841.9673
DRI51,OUT049,2400.1424199999997
NCG30,OUT017,1583.2058200000001
NCK54,OUT035,2747.9563399999997
FDQ16,OUT019,292.08646000000005
FDI36,OUT013,4015.97244
FDX16,OUT027,3486.66144
FDA34,OUT046,2469.9182600000004
FDJ48,OUT018,3146.83712
FDU47,OUT035,1632.4750199999996
FDS39,OUT046,2084.7529600000003
FDD11,OUT046,2721.1245999999996
FDM16,OUT027,1969.23666
FDU56,OUT018,2294.0139
FDQ32,OUT017,2330.16684
DRK35,OUT013,647.02444
FDA58,OUT049,3971.8298999999997
DRG48,OUT019,332.03445999999997
FDT59,OUT010,803.0879600000001
FDQ31,OUT019,236.29242
FDS51,OUT018,590.43144
FDW32,OUT027,2726.7173199999997
FDI15,OUT027,5064.87376
NCV30,OUT017,975.53016
DRG25,OUT049,3731.67584
FDT02,OUT013,488.0314
FDO33,OUT027,3948.6600599999997
FDP38,OUT035,808.8804200000001
FDZ45,OUT035,3307.62782
NCA54,OUT027,4606.53704
FDU33,OUT017,1033.18844
FDN58,OUT017,3506.5688600000003
FDI05,OUT045,1528.27732
FDM57,OUT019,257.86434
NCS42,OUT027,2010.0502000000001
FDB57,OUT045,3421.8125199999995
FDC03,OUT045,2572.3183
FDZ58,OUT013,2245.87656
NCK29,OUT045,2393.4844200000002
NCR53,OUT045,4225.299959999999
FDE26,OUT027,3413.68976
FDU52,OUT049,2196.07472
FDE41,OUT027,2745.3597199999995
FDU38,OUT018,2801.95272
FDA52,OUT017,2186.1542999999997
FDW46,OUT046,1281.46526
DRI59,OUT035,3911.7081600000006
FDT38,OUT035,971.2690399999999
FDL33,OUT018,3437.12592
FDQ01,OUT027,6319.17438
FDJ08,OUT046,4081.2208400000004
FDQ47,OUT049,697.69182
NCZ18,OUT013,5493.71554
FDE29,OUT017,888.24378
FDF10,OUT027,3141.4441400000005
FDC48,OUT049,1607.3743599999998
FDY58,OUT013,4745.62266
NCX30,OUT010,624.2540799999999
FDV11,OUT013,2580.6408
FDT46,OUT046,746.6947000000001
DRD01,OUT019,217.51686000000004
FDQ11,OUT013,4108.51864
NCM41,OUT017,1295.6468
NCC55,OUT013,759.94412
FDG45,OUT027,5001.8225
NCQ54,OUT049,3149.03426
FDM34,OUT045,1410.1644000000001
FDD17,OUT019,656.3456399999999
FDN38,OUT027,6949.087759999999
FDB53,OUT018,1503.6427199999998
NCL06,OUT035,4527.2402600000005
NCV18,OUT019,171.97614
FDX25,OUT013,3646.98608
FDB39,OUT046,850.35976
FDC33,OUT049,2574.24912
NCO14,OUT018,543.9585999999999
FDA58,OUT027,5797.52008
NCQ02,OUT017,3181.1924
NCR53,OUT017,3550.57824
FDN52,OUT046,1535.2682200000002
FDG26,OUT046,3767.0963999999994
FDE23,OUT027,1328.33758
DRI37,OUT013,601.75004
DRH37,OUT018,2026.0959800000005
FDO01,OUT035,2009.85046
FDK45,OUT049,2441.42202
FDP23,OUT049,3487.52698
FDM33,OUT035,3451.70694
FDD36,OUT017,2177.09942
FDL56,OUT017,891.8390999999999
FDT27,OUT010,561.80204
FDG52,OUT017,718.13188
NCL42,OUT035,4880.11426
DRJ24,OUT046,3240.18228
FDV38,OUT046,1088.18352
FDT35,OUT045,3027.6589200000003
FDY51,OUT045,3991.1381
FDC37,OUT017,2066.37688
NCP43,OUT013,2885.5771999999997
FDO33,OUT045,1866.77004
FDW04,OUT018,1748.79028
NCC31,OUT046,2224.70412
FDK22,OUT049,2958.4823000000006
FDJ50,OUT017,870.06744
FDV13,OUT017,1518.62322
DRL60,OUT017,2067.17584
FDW03,OUT017,1614.16552
FDY27,OUT035,2733.84138
FDB39,OUT027,1607.3743599999998
FDU59,OUT045,1659.6396600000003
FDZ57,OUT049,2363.4568400000003
FDO21,OUT049,3433.1311200000005
FDS43,OUT018,3451.97326
FDU28,OUT010,389.16009999999994
FDC51,OUT010,177.30254
FDW16,OUT010,170.71112
FDP32,OUT010,125.43672000000001
FDB60,OUT019,438.8287800000001
NCQ30,OUT046,1949.3292400000003
FDD26,OUT049,4338.21964
FDI44,OUT045,1341.9199
DRH23,OUT046,994.0394
FDO44,OUT046,1406.63566
FDG04,OUT046,2827.11996
FDM32,OUT027,3213.8165999999997
FDM09,OUT013,1808.4459599999998
FDZ47,OUT013,1908.3825399999998
FDM40,OUT027,3822.29122
FDY48,OUT017,2114.5807999999997
NCM30,OUT045,598.15472
FDX36,OUT010,626.31806
DRF03,OUT017,606.8101199999999
FDN51,OUT049,5813.69902
FDM57,OUT049,894.56888
FDB35,OUT049,1596.45524
FDY13,OUT027,2726.25126
FDA37,OUT017,2441.8214999999996
NCX53,OUT017,2761.27234
FDD59,OUT018,1033.25502
FDX10,OUT019,73.10484000000001
FDC03,OUT018,2556.2059400000007
FDW43,OUT035,5382.127460000001
FDW10,OUT046,3659.70286
FDY14,OUT027,5905.712579999999
FDV43,OUT045,712.2728400000001
FDO40,OUT013,2081.82344
FDP46,OUT027,2663.3331599999997
NCE43,OUT019,291.02118
FDD05,OUT035,2172.43882
FDJ60,OUT010,449.94764000000004
